City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
260,Hohhot,CN,2021-11-23 22:17:14,40.8106,111.6522,8.89,66,0,4.47,clear sky
261,Manoel Urbano,BR,2021-11-23 22:17:15,-8.8389,-69.2597,79.7,81,43,1.88,scattered clouds
262,Port Hedland,AU,2021-11-23 22:17:15,-20.3167,118.5667,80.65,65,40,8.05,scattered clouds
263,Platanos,GR,2021-11-23 22:17:16,37.6667,21.6167,58.57,87,65,4.36,broken clouds
264,Inuvik,CA,2021-11-23 22:17:16,68.3499,-133.7218,-7.56,77,90,3.44,light snow
265,Pichayevo,RU,2021-11-23 22:17:16,53.2363,42.2032,9.1,97,64,3.67,broken clouds
266,Gua Musang,MY,2021-11-23 22:17:17,4.8823,101.9644,73.11,99,100,0.54,overcast clouds
267,Los Algarrobos,PA,2021-11-23 22:17:17,8.5,-82.4333,81.45,89,75,4.61,broken clouds
268,Sibolga,ID,2021-11-23 22:17:17,1.7427,98.7792,76.05,84,100,3.42,overcast clouds
269,Saint George,US,2021-11-23 22:15:04,37.1041,-113.5841,66.33,21,1,3.0,clear sky
270,Dalvik,IS,2021-11-23 22:17:18,65.9702,-18.5286,30.13,98,89,27.96,snow
271,Belebey,RU,2021-11-23 22:17:18,54.1167,54.1167,-2.24,100,100,5.23,overcast clouds
272,Sandpoint,US,2021-11-23 22:12:34,48.2766,-116.5533,36.45,93,90,1.01,moderate rain
273,Progreso,MX,2021-11-23 22:17:19,21.2833,-89.6667,81.1,65,43,13.78,scattered clouds
274,Fomboni,KM,2021-11-23 22:15:23,-12.28,43.7425,80.56,73,10,15.05,clear sky
275,Swift Current,CA,2021-11-23 22:17:19,50.2834,-107.8014,34.61,69,90,10.36,overcast clouds
276,Alice Springs,AU,2021-11-23 22:13:55,-23.7,133.8833,65.75,88,40,6.91,scattered clouds
277,Kastamonu,TR,2021-11-23 22:17:20,41.5,33.6667,46.15,90,100,3.38,overcast clouds
278,Naqadeh,IR,2021-11-23 22:17:21,36.9553,45.388,42.44,69,0,5.84,clear sky
279,Desaguadero,PE,2021-11-23 22:17:21,-16.5656,-69.0417,55.87,54,100,16.37,overcast clouds
280,Albania,AL,2021-11-23 22:17:21,41.0,20.0,51.19,75,100,5.99,overcast clouds
281,Abay,KZ,2021-11-23 22:17:22,49.6311,72.8539,26.98,97,100,6.22,overcast clouds
282,Khetri,IN,2021-11-23 22:17:22,27.9833,75.8,60.42,22,0,2.73,clear sky
283,Cheney,US,2021-11-23 22:13:36,47.4874,-117.5758,36.0,94,90,9.22,mist
284,Guerrero Negro,MX,2021-11-23 22:17:23,27.9769,-114.0611,74.16,45,93,9.37,overcast clouds
285,Agropoli,IT,2021-11-23 22:17:24,40.3469,14.9966,61.72,81,100,5.28,overcast clouds
286,Ostersund,SE,2021-11-23 22:17:25,63.1792,14.6357,36.61,87,75,23.02,broken clouds
287,Jieshi,CN,2021-11-23 22:14:18,22.8134,115.8257,59.95,55,18,9.13,few clouds
288,Saint Anthony,US,2021-11-23 22:17:26,45.0205,-93.218,53.92,35,1,12.66,clear sky
289,Hobyo,SO,2021-11-23 22:16:45,5.3505,48.5268,79.9,73,76,4.99,broken clouds
290,Farafangana,MG,2021-11-23 22:17:27,-22.8167,47.8333,73.92,88,79,10.04,broken clouds
291,Dunedin,NZ,2021-11-23 22:16:46,-45.8742,170.5036,58.73,59,100,1.81,overcast clouds
292,Biltine,TD,2021-11-23 22:17:27,14.5333,20.9167,73.89,18,1,13.35,clear sky
293,Zhezkazgan,KZ,2021-11-23 22:17:28,47.8043,67.7144,36.19,99,100,8.25,overcast clouds
294,Ust-Kulom,RU,2021-11-23 22:17:28,61.6864,53.6902,18.5,94,100,7.0,overcast clouds
295,Gubkinskiy,RU,2021-11-23 22:17:28,64.434,76.5026,9.91,94,100,13.6,light snow
296,Ballina,AU,2021-11-23 22:17:29,-28.8667,153.5667,75.24,92,100,9.17,overcast clouds
297,Coihaique,CL,2021-11-23 22:16:40,-45.5752,-72.0662,64.35,39,75,10.36,broken clouds
298,Bonthe,SL,2021-11-23 22:17:29,7.5264,-12.505,79.38,83,22,5.21,moderate rain
299,Abatskoye,RU,2021-11-23 22:17:30,56.2875,70.4555,18.41,91,100,15.03,overcast clouds
300,Cherskiy,RU,2021-11-23 22:17:30,68.75,161.3,-34.06,100,32,4.21,scattered clouds
301,Codrington,AU,2021-11-23 22:17:30,-38.2667,141.9667,62.38,85,85,5.48,light rain
302,Brejo Santo,BR,2021-11-23 22:17:31,-7.4933,-38.9872,88.03,36,100,5.64,overcast clouds
303,Colac,AU,2021-11-23 22:17:31,-38.3333,143.5833,68.07,80,84,5.32,broken clouds
304,Cavalcante,BR,2021-11-23 22:17:31,-13.7975,-47.4583,70.03,92,100,2.08,light rain
305,Magnor,SE,2021-11-23 22:17:32,59.9511,12.1996,43.7,82,99,2.86,overcast clouds
306,Karratha,AU,2021-11-23 22:17:32,-20.7377,116.8463,79.72,50,98,5.28,overcast clouds
307,Youghal,IE,2021-11-23 22:17:33,51.95,-7.8506,40.68,100,8,5.82,clear sky
308,Troitsko-Pechorsk,RU,2021-11-23 22:17:33,62.7084,56.1964,10.18,95,98,5.53,overcast clouds
309,Kathmandu,NP,2021-11-23 22:13:51,27.7167,85.3167,53.82,100,75,0.0,mist
310,Kupang,ID,2021-11-23 22:17:34,-10.1667,123.5833,77.58,100,20,1.14,few clouds
311,Kyra,RU,2021-11-23 22:17:34,49.5776,111.9753,8.51,94,95,2.24,overcast clouds
312,Tonj,SS,2021-11-23 22:17:35,7.2737,28.6822,77.13,33,42,3.29,scattered clouds
313,Bandarbeyla,SO,2021-11-23 22:17:35,9.4942,50.8122,80.06,56,97,11.25,overcast clouds
314,Mecca,SA,2021-11-23 22:17:35,21.4267,39.8261,73.35,50,0,3.4,clear sky
315,Lagoa,PT,2021-11-23 22:17:36,39.05,-27.9833,66.22,84,100,22.35,overcast clouds
316,Bara,NG,2021-11-23 22:17:36,10.3744,10.7288,78.87,25,80,5.48,broken clouds
317,Telimele,GN,2021-11-23 22:17:36,10.9167,-13.3333,72.66,59,9,1.19,clear sky
318,Atar,MR,2021-11-23 22:17:37,20.5169,-13.0499,82.87,30,88,9.89,overcast clouds
319,Lanzhou,CN,2021-11-23 22:17:37,36.0564,103.7922,18.68,33,0,1.01,clear sky
320,Balakhninskiy,RU,2021-11-23 22:17:38,58.0106,114.2769,-22.11,98,26,3.27,scattered clouds
321,Tallahassee,US,2021-11-23 22:17:38,30.4383,-84.2807,57.63,42,20,8.05,few clouds
322,Payo,ID,2021-11-23 22:17:38,-3.7508,103.6372,72.9,95,100,0.09,overcast clouds
323,Verkhnevilyuysk,RU,2021-11-23 22:17:39,63.4453,120.3167,-26.54,99,6,3.15,clear sky
324,Lakes Entrance,AU,2021-11-23 22:17:39,-37.8811,147.981,67.57,92,100,5.3,moderate rain
325,La Seyne-Sur-Mer,FR,2021-11-23 22:17:39,43.0982,5.8847,60.75,71,36,3.0,scattered clouds
326,Walvis Bay,NA,2021-11-23 22:17:40,-22.9575,14.5053,58.15,88,0,6.91,clear sky
327,Todos Santos,MX,2021-11-23 22:17:40,23.45,-110.2167,83.1,74,35,9.04,scattered clouds
328,Tiarei,PF,2021-11-23 22:17:41,-17.5333,-149.3333,87.82,76,98,4.56,overcast clouds
329,Mount Gambier,AU,2021-11-23 22:17:41,-37.8333,140.7667,61.23,81,99,3.38,moderate rain
330,Kawalu,ID,2021-11-23 22:17:41,-7.3817,108.2082,71.82,97,100,0.56,overcast clouds
331,Linxia,CN,2021-11-23 22:17:42,35.6003,103.2064,30.34,25,0,1.66,clear sky
332,Coahuayana,MX,2021-11-23 22:17:42,18.7333,-103.6833,89.08,62,5,5.91,clear sky
333,Solnechnyy,RU,2021-11-23 22:17:42,50.7214,136.6319,4.12,95,92,3.38,overcast clouds
334,College,US,2021-11-23 22:17:43,64.8569,-147.8028,-0.74,63,20,3.44,few clouds
335,Iqaluit,CA,2021-11-23 22:16:54,63.7506,-68.5145,25.7,68,75,15.01,broken clouds
336,Kysyl-Syr,RU,2021-11-23 22:17:43,63.8986,122.7617,-27.72,99,14,4.03,few clouds
337,Beysehir,TR,2021-11-23 22:17:44,37.6773,31.7246,45.91,87,99,6.24,overcast clouds
338,Conakry,GN,2021-11-23 22:17:44,9.538,-13.6773,82.47,89,20,6.91,few clouds
339,Stykkisholmur,IS,2021-11-23 22:17:45,65.0757,-22.7297,33.15,76,94,22.97,overcast clouds
340,Olinda,BR,2021-11-23 22:17:45,-8.0089,-34.8553,82.13,69,40,5.75,scattered clouds
341,Trairi,BR,2021-11-23 22:17:15,-3.2778,-39.2689,80.69,77,90,11.01,overcast clouds
342,Valparaiso,CL,2021-11-23 22:15:14,-33.0393,-71.6273,61.72,87,90,5.75,overcast clouds
343,Port-Gentil,GA,2021-11-23 22:13:01,-0.7193,8.7815,78.13,80,97,1.28,overcast clouds
344,Te Anau,NZ,2021-11-23 22:17:46,-45.4167,167.7167,58.37,62,88,1.21,overcast clouds
345,Berlevag,NO,2021-11-23 22:17:47,70.8578,29.0864,22.95,63,0,8.05,clear sky
346,Bereda,ES,2021-11-23 22:17:47,43.2686,-7.5406,47.91,100,100,7.16,overcast clouds
347,Srednekolymsk,RU,2021-11-23 22:17:47,67.45,153.6833,-22.07,97,100,3.65,overcast clouds
348,Agadez,NE,2021-11-23 22:13:17,19.75,10.25,76.24,19,10,10.16,clear sky
349,Maceio,BR,2021-11-23 22:17:48,-9.6658,-35.7353,80.04,78,20,9.22,few clouds
350,Mahebourg,MU,2021-11-23 22:17:48,-20.4081,57.7,71.89,88,40,4.61,scattered clouds
351,Geraldton,AU,2021-11-23 22:17:49,-28.7667,114.6,55.81,88,0,9.22,clear sky
352,Nanortalik,GL,2021-11-23 22:17:49,60.1432,-45.2371,33.46,74,100,10.54,overcast clouds
353,Vikhorevka,RU,2021-11-23 22:17:49,56.1201,101.1636,22.59,97,94,4.81,overcast clouds
354,Beinamar,TD,2021-11-23 22:17:50,8.6698,15.3813,76.64,26,4,2.62,clear sky
355,Solwezi,ZM,2021-11-23 22:17:50,-12.1688,26.3894,62.58,96,94,1.01,overcast clouds
356,Evensk,RU,2021-11-23 22:17:51,61.95,159.2333,10.33,72,97,11.23,overcast clouds
357,Ambo,PE,2021-11-23 22:17:51,-10.1308,-76.2047,66.94,78,100,6.42,moderate rain
358,Manzhouli,CN,2021-11-23 22:17:51,49.6,117.4333,-2.56,78,1,6.31,clear sky
359,Umtata,ZA,2021-11-23 22:17:52,-31.5889,28.7844,52.36,82,46,6.91,scattered clouds
360,Korla,CN,2021-11-23 22:17:52,41.7597,86.1469,27.01,60,7,2.46,clear sky
361,Kaitong,CN,2021-11-23 22:17:53,44.8135,123.15,6.39,85,4,7.74,clear sky
362,Taoudenni,ML,2021-11-23 22:17:53,22.6783,-3.9836,81.77,30,77,9.08,broken clouds
363,Namwala,ZM,2021-11-23 22:17:53,-15.7504,26.4384,73.8,62,100,3.83,overcast clouds
364,Raymond,US,2021-11-23 22:17:54,43.9015,-70.4703,31.08,57,34,12.91,scattered clouds
365,Boffa,GN,2021-11-23 22:17:54,10.1667,-14.0333,80.51,87,24,4.45,few clouds
366,Mastic Beach,US,2021-11-23 22:17:55,40.7668,-72.8521,40.53,38,40,1.01,scattered clouds
367,Makakilo City,US,2021-11-23 22:17:55,21.3469,-158.0858,86.32,50,20,12.66,few clouds
368,Kedougou,SN,2021-11-23 22:17:55,12.5579,-12.1743,80.73,25,36,3.74,scattered clouds
369,Odda,NO,2021-11-23 22:17:56,60.0691,6.5457,48.78,100,100,8.01,overcast clouds
370,Voh,NC,2021-11-23 22:17:56,-20.9667,164.7,81.54,67,100,1.45,overcast clouds
371,Thompson,CA,2021-11-23 22:17:56,55.7435,-97.8558,-0.24,78,90,10.36,light snow
372,Esperance,AU,2021-11-23 22:17:57,-33.8667,121.9,58.3,69,6,4.94,clear sky
373,Bakel,SN,2021-11-23 22:17:57,14.905,-12.4568,87.48,16,11,7.81,few clouds
374,Tromso,NO,2021-11-23 22:17:58,69.6496,18.957,29.05,93,75,3.0,light shower snow
375,Carmen De Viboral,CO,2021-11-23 22:17:58,6.0824,-75.3351,60.28,96,40,2.3,light intensity drizzle
376,Ribas Do Rio Pardo,BR,2021-11-23 22:17:59,-20.4431,-53.7592,86.58,46,79,4.61,broken clouds
377,Cabo San Lucas,MX,2021-11-23 22:17:59,22.8909,-109.9124,83.61,61,40,4.0,scattered clouds
378,Polazna,RU,2021-11-23 22:17:59,58.2946,56.4055,16.99,95,100,7.14,light snow
379,Popondetta,PG,2021-11-23 22:18:00,-8.7537,148.2534,82.6,69,20,0.76,few clouds
380,Cape Canaveral,US,2021-11-23 22:18:00,28.4058,-80.6048,62.04,65,20,18.41,few clouds
381,Pundaguitan,PH,2021-11-23 22:18:01,6.3711,126.1689,81.34,79,95,8.39,overcast clouds
382,Prince George,CA,2021-11-23 22:17:01,53.9166,-122.753,36.84,66,1,1.01,clear sky
383,High Level,CA,2021-11-23 22:18:01,58.5169,-117.136,-0.29,78,75,5.75,broken clouds
384,Finschhafen,PG,2021-11-23 22:18:01,-6.6024,147.8681,83.08,74,61,7.43,broken clouds
385,Katsuura,JP,2021-11-23 22:15:21,35.1333,140.3,54.19,60,0,30.15,clear sky
386,Natal,BR,2021-11-23 22:15:32,-5.795,-35.2094,82.62,78,75,9.22,broken clouds
387,Richards Bay,ZA,2021-11-23 22:18:02,-28.783,32.0377,68.56,63,81,16.33,broken clouds
388,Sangin,AF,2021-11-23 22:18:03,32.0728,64.8359,52.45,32,0,0.49,clear sky
389,Ereymentau,KZ,2021-11-23 22:18:03,51.6199,73.1033,18.1,92,63,15.84,broken clouds
390,Chuy,UY,2021-11-23 22:14:13,-33.6971,-53.4616,58.66,64,0,8.93,clear sky
391,Valleyview,CA,2021-11-23 22:14:10,55.0667,-117.2859,9.14,78,99,4.23,overcast clouds
392,Port Macquarie,AU,2021-11-23 22:14:33,-31.4333,152.9167,71.49,88,75,8.05,broken clouds
393,Henties Bay,NA,2021-11-23 22:18:06,-22.116,14.2845,57.85,94,0,4.14,clear sky
394,Etchojoa,MX,2021-11-23 22:18:06,26.9167,-109.6333,83.26,46,100,10.65,overcast clouds
395,Beloha,MG,2021-11-23 22:18:06,-25.1667,45.05,70.29,86,52,8.68,broken clouds
396,Sao Filipe,CV,2021-11-23 22:18:07,14.8961,-24.4956,79.57,71,98,3.74,overcast clouds
397,Kamyshla,RU,2021-11-23 22:18:07,54.1169,52.1426,0.91,100,87,3.58,overcast clouds
398,Westport,US,2021-11-23 22:18:08,41.1415,-73.3579,40.75,40,1,4.0,clear sky
399,Anloga,GH,2021-11-23 22:18:08,5.7947,0.8973,82.92,79,59,12.35,broken clouds
400,Honiara,SB,2021-11-23 22:18:08,-9.4333,159.95,84.63,71,90,5.84,overcast clouds
401,Kalmunai,LK,2021-11-23 22:18:09,7.4167,81.8167,76.41,90,100,7.4,moderate rain
402,Padang,ID,2021-11-23 22:18:09,-0.9492,100.3543,76.41,73,100,3.96,overcast clouds
403,Christchurch,NZ,2021-11-23 22:15:04,-43.5333,172.6333,66.33,65,20,4.0,few clouds
404,Bambanglipuro,ID,2021-11-23 22:15:22,-7.95,110.2833,75.31,93,100,5.93,overcast clouds
405,Cascioarele,RO,2021-11-23 22:18:10,44.1261,26.4697,43.57,76,100,1.57,overcast clouds
406,Umm Lajj,SA,2021-11-23 22:17:17,25.0213,37.2685,76.14,43,0,12.66,clear sky
407,Nichinan,JP,2021-11-23 22:18:10,31.6,131.3667,47.88,81,9,5.57,clear sky
408,Broome,US,2021-11-23 22:18:11,42.2506,-75.833,32.02,69,1,3.0,clear sky
409,Souillac,MU,2021-11-23 22:18:11,-20.5167,57.5167,71.98,88,40,4.61,scattered clouds
410,Namatanai,PG,2021-11-23 22:18:12,-3.6667,152.4333,82.06,78,98,8.81,light rain
411,Kalaiya,NP,2021-11-23 22:18:12,27.0327,85.0022,60.03,64,0,3.94,clear sky
412,East Wenatchee Bench,US,2021-11-23 22:18:12,47.4257,-120.2812,49.32,68,1,1.01,clear sky
413,Williams Lake,CA,2021-11-23 22:18:13,52.1415,-122.1445,36.97,74,75,1.01,broken clouds
414,Meulaboh,ID,2021-11-23 22:18:13,4.1363,96.1285,76.42,86,100,5.06,overcast clouds
415,Angoram,PG,2021-11-23 22:18:14,-4.0625,144.0661,77.31,93,83,2.55,broken clouds
416,Rampur,IN,2021-11-23 22:18:14,28.8167,79.0333,58.23,71,0,2.75,clear sky
417,Ibra,OM,2021-11-23 22:18:14,22.6906,58.5334,68.02,25,28,3.58,scattered clouds
418,Sekondi,GH,2021-11-23 22:18:15,4.937,-1.7128,79.81,83,58,7.18,broken clouds
419,Tocopilla,CL,2021-11-23 22:18:15,-22.092,-70.1979,65.5,61,99,3.4,overcast clouds
420,Ternate,ID,2021-11-23 22:18:15,0.8,127.4,81.36,78,72,3.15,broken clouds
421,Kirakira,SB,2021-11-23 22:18:16,-10.4544,161.9205,83.75,72,95,9.42,overcast clouds
422,Mangalam,IN,2021-11-23 22:18:16,9.7667,78.6667,76.39,92,100,9.64,moderate rain
423,Ban Nahin,LA,2021-11-23 22:18:17,18.2418,104.2122,58.24,79,42,4.5,scattered clouds
424,Ostashkov,RU,2021-11-23 22:18:17,57.1467,33.1075,24.1,64,21,7.14,few clouds
425,Lafayette,US,2021-11-23 22:17:46,30.2335,-92.0668,66.22,39,1,3.44,clear sky
426,Victoria,HK,2021-11-23 22:16:09,22.2855,114.1577,65.25,72,45,1.01,scattered clouds
427,Gevgelija,MK,2021-11-23 22:18:18,41.1392,22.5025,53.58,73,100,10.02,overcast clouds
428,Gummidipundi,IN,2021-11-23 22:18:18,13.4,80.15,80.98,83,34,4.56,scattered clouds
429,Selfoss,IS,2021-11-23 22:18:19,63.9331,-20.9971,33.69,74,43,13.22,scattered clouds
430,Huarmey,PE,2021-11-23 22:18:19,-10.0681,-78.1522,68.49,79,99,9.75,overcast clouds
431,Singapore,SG,2021-11-23 22:18:06,1.2897,103.8501,77.2,90,75,1.14,broken clouds
432,Honningsvag,NO,2021-11-23 22:18:19,70.9821,25.9704,22.75,80,40,5.75,scattered clouds
433,Dingle,PH,2021-11-23 22:18:20,10.9995,122.6711,75.76,91,86,7.25,overcast clouds
434,Felanitx,ES,2021-11-23 22:18:20,39.4696,3.1483,51.13,74,78,8.68,broken clouds
435,Swan River,CA,2021-11-23 22:14:19,52.1058,-101.2676,27.41,91,82,6.06,broken clouds
436,Belyy Yar,RU,2021-11-23 22:18:21,53.6039,91.3903,31.89,80,0,8.95,light snow
437,Santa Maria,BR,2021-11-23 22:18:21,-29.6842,-53.8069,73.63,54,52,5.23,broken clouds
438,Hibbing,US,2021-11-23 22:18:21,47.4272,-92.9377,40.5,52,1,5.75,clear sky
439,Aleksandrovskoye,RU,2021-11-23 22:18:22,44.7142,43.0008,35.74,84,96,12.55,overcast clouds
440,Luderitz,NA,2021-11-23 22:18:22,-26.6481,15.1594,63.75,69,30,18.3,scattered clouds
441,Borshchiv,UA,2021-11-23 22:18:23,48.8033,26.0435,39.15,86,99,10.25,overcast clouds
442,Isangel,VU,2021-11-23 22:18:23,-19.55,169.2667,82.51,78,75,0.0,broken clouds
443,Margate,GB,2021-11-23 22:18:23,51.3813,1.3862,40.69,76,0,5.99,clear sky
444,Port Lincoln,AU,2021-11-23 22:18:24,-34.7333,135.8667,64.83,79,38,7.7,scattered clouds
445,Smoky Lake,CA,2021-11-23 22:18:24,54.1169,-112.4686,11.12,67,97,11.5,overcast clouds
446,La Ronge,CA,2021-11-23 22:18:25,55.1001,-105.2842,7.05,66,75,16.11,light snow
447,Sal Rei,CV,2021-11-23 22:18:25,16.1833,-22.9167,77.56,80,30,17.02,scattered clouds
448,Kanniyakumari,IN,2021-11-23 22:18:26,8.0833,77.5667,78.85,82,100,6.26,overcast clouds
449,Flinders,AU,2021-11-23 22:18:26,-34.5833,150.8552,71.06,83,100,4.0,light rain
450,San Jose,US,2021-11-23 22:18:19,37.3394,-121.895,68.36,54,75,1.01,broken clouds
451,Acari,PE,2021-11-23 22:18:27,-15.4311,-74.6158,73.35,66,98,5.82,overcast clouds
452,Patnagarh,IN,2021-11-23 22:18:27,20.7167,83.15,70.48,71,8,2.37,clear sky
453,Scottsbluff,US,2021-11-23 22:16:22,41.8666,-103.6672,66.43,9,1,11.99,clear sky
454,Ambon,ID,2021-11-23 22:18:27,-3.6954,128.1814,75.34,88,20,9.22,few clouds
455,Muroto,JP,2021-11-23 22:18:28,33.2833,134.15,37.44,60,21,15.43,few clouds
456,Abha,SA,2021-11-23 22:18:28,18.2164,42.5053,55.22,22,0,5.75,clear sky
457,Linhares,BR,2021-11-23 22:18:29,-19.3911,-40.0722,71.28,90,42,4.0,scattered clouds
458,Northam,GB,2021-11-23 22:18:29,51.0333,-4.2167,47.61,85,51,4.97,broken clouds
459,Xixiang,CN,2021-11-23 22:18:29,35.1628,112.865,40.73,40,0,6.64,clear sky
460,Itarema,BR,2021-11-23 22:18:30,-2.9248,-39.9167,80.8,78,100,15.19,overcast clouds
461,Cuamba,MZ,2021-11-23 22:18:30,-14.8031,36.5372,79.34,45,93,1.12,overcast clouds
462,Constitucion,CL,2021-11-23 22:18:30,-35.3333,-72.4167,60.91,79,3,9.6,clear sky
463,Raymondville,US,2021-11-23 22:18:31,26.4815,-97.7831,79.23,49,14,11.25,few clouds
464,Surab,PK,2021-11-23 22:18:31,28.4914,66.2585,51.24,36,3,8.25,clear sky
465,Nueva Rosita,MX,2021-11-23 22:18:32,27.95,-101.2167,73.2,33,100,12.71,overcast clouds
466,Pathein,MM,2021-11-23 22:18:32,16.7833,94.7333,73.98,90,83,1.05,broken clouds
467,Sur,OM,2021-11-23 22:18:33,22.5667,59.5289,75.87,34,31,6.26,scattered clouds
468,Itacoatiara,BR,2021-11-23 22:18:33,-3.1431,-58.4442,81.3,71,93,1.83,overcast clouds
469,Dubno,UA,2021-11-23 22:18:33,50.4169,25.7343,36.9,83,100,10.0,overcast clouds
470,Bandiagara,ML,2021-11-23 22:18:34,14.3501,-3.6104,80.91,19,1,9.31,clear sky
471,Springfield,US,2021-11-23 22:18:12,37.2153,-93.2982,61.52,45,1,7.0,clear sky
472,Piacabucu,BR,2021-11-23 22:18:34,-10.4056,-36.4344,79.79,80,87,14.92,overcast clouds
473,Kahului,US,2021-11-23 22:18:35,20.8947,-156.47,87.82,57,20,20.71,few clouds
474,Gari,RU,2021-11-23 22:18:35,59.4307,62.3497,8.49,90,91,5.1,overcast clouds
475,Sisimiut,GL,2021-11-23 22:18:36,66.9395,-53.6735,23.45,54,100,25.68,snow
476,Lavrentiya,RU,2021-11-23 22:18:36,65.5833,-171.0,0.68,88,9,8.97,clear sky
477,Kieta,PG,2021-11-23 22:18:37,-6.2167,155.6333,82.09,77,97,2.89,overcast clouds
478,Wagar,SD,2021-11-23 22:18:37,16.1525,36.2032,74.82,59,22,9.04,few clouds
479,Planaltina,BR,2021-11-23 22:18:37,-15.4528,-47.6142,77.29,75,100,3.53,overcast clouds
480,Lazaro Cardenas,MX,2021-11-23 22:18:38,17.9583,-102.2,82.35,71,7,8.39,clear sky
481,Tessalit,ML,2021-11-23 22:18:38,20.1986,1.0114,77.59,30,99,7.63,overcast clouds
482,Nanzhang,CN,2021-11-23 22:18:38,31.7765,111.8386,46.31,61,24,2.66,few clouds
483,Paramonga,PE,2021-11-23 22:18:39,-10.6667,-77.8333,67.19,82,95,8.97,overcast clouds
484,Campbellsville,US,2021-11-23 22:18:39,37.3434,-85.3419,43.36,36,7,1.61,clear sky
485,Talnakh,RU,2021-11-23 22:18:40,69.4865,88.3972,11.84,92,100,11.52,overcast clouds
486,Bang Pakong,TH,2021-11-23 22:18:40,13.543,100.9933,76.96,86,82,7.36,broken clouds
487,Songwa,TZ,2021-11-23 22:18:40,-3.5167,33.5167,73.69,60,97,3.27,overcast clouds
488,Kalofer,BG,2021-11-23 22:18:41,42.6167,24.9833,42.12,100,100,1.54,overcast clouds
489,Sao Miguel,BR,2021-11-23 22:18:42,-5.4667,-35.3667,82.72,79,75,15.59,broken clouds
490,Gilbues,BR,2021-11-23 22:18:42,-9.8317,-45.3439,75.34,82,85,0.67,moderate rain
491,Rocha,UY,2021-11-23 22:18:42,-34.4833,-54.3333,57.07,64,0,6.24,clear sky
492,Brownsville,US,2021-11-23 22:17:53,25.9018,-97.4975,77.11,59,1,5.99,clear sky
493,Dubovskoye,RU,2021-11-23 22:18:43,47.4092,42.7575,32.25,98,100,5.53,overcast clouds
494,Zabaykalsk,RU,2021-11-23 22:18:43,49.6333,117.3167,-3.59,81,1,5.79,clear sky
495,Saint-Francois,FR,2021-11-23 22:18:44,46.4154,3.9054,31.68,93,2,1.14,clear sky
496,Alta Floresta,BR,2021-11-23 22:18:44,-9.8756,-56.0861,75.4,94,86,3.49,light rain
497,Sfantu Gheorghe,RO,2021-11-23 22:18:18,45.8667,25.7833,36.93,90,67,3.53,broken clouds
498,Bud,US,2021-11-23 22:14:08,39.447,-86.1758,41.7,43,5,5.82,clear sky
499,Vestmannaeyjar,IS,2021-11-23 22:18:45,63.4427,-20.2734,39.67,65,65,24.85,broken clouds
500,Lumphat,KH,2021-11-23 22:18:45,13.4878,106.9816,70.29,86,70,3.96,broken clouds
501,Mulchen,CL,2021-11-23 22:18:46,-37.7167,-72.2333,85.86,27,0,7.2,clear sky
502,Sarangani,PH,2021-11-23 22:18:46,5.4033,125.4636,82.56,75,85,4.23,overcast clouds
503,Talcahuano,CL,2021-11-23 22:18:46,-36.7167,-73.1167,58.68,82,75,14.97,broken clouds
504,Zadar,HR,2021-11-23 22:18:47,44.1197,15.2422,50.65,57,0,9.22,clear sky
505,San Policarpo,PH,2021-11-23 22:18:47,12.1791,125.5072,80.56,85,93,13.22,overcast clouds
506,Mundo Nuevo,MX,2021-11-23 22:18:47,18.7,-95.5,75.0,81,53,16.93,broken clouds
507,Holme,DK,2021-11-23 22:18:48,56.1138,10.1725,44.64,90,19,15.48,few clouds
508,Lagos,NG,2021-11-23 22:18:48,6.5833,3.75,79.32,88,31,4.21,scattered clouds
509,San Buenaventura,MX,2021-11-23 22:18:49,27.0833,-101.5333,70.72,40,1,10.36,clear sky
510,Siniscola,IT,2021-11-23 22:18:49,40.5719,9.6922,60.35,87,94,6.55,overcast clouds
511,Gazli,UZ,2021-11-23 22:18:50,40.1333,63.45,52.61,32,78,4.03,broken clouds
512,Asprovalta,GR,2021-11-23 22:18:50,40.7167,23.7,56.88,92,100,5.91,overcast clouds
513,Vostok,RU,2021-11-23 22:18:50,46.4856,135.8833,8.02,93,100,8.75,light snow
514,Buta,CD,2021-11-23 22:18:51,2.7858,24.73,70.27,72,95,0.49,overcast clouds
515,Guozhen,CN,2021-11-23 22:18:51,34.3659,107.359,42.76,41,0,4.03,clear sky
516,Wajima,JP,2021-11-23 22:18:51,37.4,136.9,47.5,69,100,36.46,overcast clouds
517,Hamilton,US,2021-11-23 22:14:56,39.1834,-84.5333,41.99,45,1,1.99,clear sky
518,Den Helder,NL,2021-11-23 22:18:52,52.9599,4.7593,49.98,75,90,5.01,overcast clouds
519,Kuytun,RU,2021-11-23 22:18:52,54.3419,101.5036,11.84,97,71,6.2,broken clouds
520,Kaseda,JP,2021-11-23 22:18:53,31.4167,130.3167,43.83,67,99,17.2,overcast clouds
521,Adwa,ET,2021-11-23 22:18:53,14.1646,38.8955,59.7,66,76,2.77,broken clouds
522,Simplicio Mendes,BR,2021-11-23 22:18:53,-7.8539,-41.9103,86.02,45,82,4.43,broken clouds
523,Nouadhibou,MR,2021-11-23 22:18:54,20.931,-17.0347,76.98,61,100,14.97,overcast clouds
